2,149,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12,282,157,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,3,6802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,8,1445,1,4,3,18,13,28,43,34,0,0,0,0,0,0,0,0,0,
2,1525,35,19,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,9,1,21,26,44,5,39,42,11,43,0,0,0,0,0,0,0,0,0,0,
0,3,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,392,61,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,22,65,3,58,2,1440,890,2,915,2,13,50,0,0,0,0,0,0,0,
2,16,22,159,67,74,20,72,515,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,3,31,2650,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,12,1,21,26,7,45,64,3,151,24,1358,28,2,36,3,2995,2121,293,19,15,
2,20,35,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,55,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,37,12,20,30,29,7,1,10,3,78,128,169,257,25,101,6,14,39,24,11,
1,5,39,18,532,35,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,31,5,243,41,40,56,1,24,84,2,27,45,2,36,0,0,0,0,0,0,
1,9,1,22,15,3,16,6,273,6682,63,42,28,279,20,296,99,0,0,0,0,
0,1,8,5,1,22,2082,15,22,198,22,198,97,5,112,237,8,187,362,187,278,
0,37,12,1,5,1,1,1,21,29,7,1,4,2122,8,6443,36,0,0,0,0,
2,31,12,1,1522,1698,35,911,2,783,1926,0,0,0,0,0,0,0,0,0,0,
2,1,38,1,38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,31,12,1,5,3,517,6,14,11,43,6,52,2,0,0,0,0,0,0,0,
2,48,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,5,1,55,127,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,53,1,21,61,7,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,
2,20,38,518,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,4,3,78,62,78,1089,84,201,1690,676,2651,25,77,78,1089,84,201,1690,7026,
0,62,1,5,93,8,5,449,8,247,1,28,1,28,244,403,0,0,0,0,0,
1,96,1,27,20,329,41,552,188,42,35,27,1,111,29,2,11,2,28,557,0,
3,116,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,116,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,80,7,1,4,3,6,52,2,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,75,30,1,2882,15,3,59,239,13,186,2,0,0,0,0,0,0,0,0,
2,780,780,10,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,16,889,102,1,4,2107,4,5,908,4,5,5,5,733,428,2,733,428,23,1379,
2,48,12,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,16,5,1,22,65,3,23,235,245,19,19,19,5,150,2,14,14,8,1250,8,
1,1,73,58,3,1,21,26,7,23,23,55,40,23,49,181,33,6,2,23,18,
2,213,23,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,118,20,6762,1,801,1091,385,6763,1,76,0,0,0,0,0,0,0,0,0,
0,1,122,7,1,4,3,44,11,172,0,0,0,0,0,0,0,0,0,0,0,
1,1,22,65,3,32,67,68,2,42,50,34,0,0,0,0,0,0,0,0,0,
0,16,7041,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,17,1,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,53,1,121,7,5,48,1,10,97,33,6,2,13,13,13,13,2068,28,244,403,
2,31,12,20,62,20,1663,40,17,0,0,0,0,0,0,0,0,0,0,0,0,
0,3,14,8,19,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,185,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,9,16,1,10,344,267,47,4,3,23,25,33,101,2,63,14,33,109,2,23,
1,1,3,33,792,124,94,14,13,86,6,0,0,0,0,0,0,0,0,0,0,
3,9,376,255,30,1,69,114,30,1,16,2603,7,266,163,0,0,0,0,0,0,
1,1,4,3,44,2174,100,6531,410,24,50,100,868,17,0,0,0,0,0,0,0,
0,1,122,15,22,15,22,15,3,265,9,8,2986,4,3,0,0,0,0,0,0,
1,5,40,382,41,691,1,47,2,10,56,36,6,14,206,169,24,1970,2,6,14,
1,51,489,275,1267,276,24,35,89,0,0,0,0,0,0,0,0,0,0,0,0,
2,25,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12,20,75,103,30,29,15,59,36,0,0,0,0,0,0,0,0,0,0,0,
2,31,12,1,47,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
